name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
d64L1,100,50,64,4,1,128,20.67,40718,0.7407,0.097,0.8218,0.8218,0.8369,14.4,0.7666
d64L2,100,50,64,4,2,128,38.34,74190,0.7303,0.0858,0.8205,0.8372,0.8258,14.2,1.0598
