name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
d64L6,100,50,64,4,6,128,109.03,208078,0.7557,0.102,0.8218,0.8385,0.8554,14.4,0.744
