name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
h2,100,50,64,2,2,128,38.34,74190,0.787,0.0526,0.8526,0.8679,0.8614,15.6,0.202
h4,100,50,64,4,2,128,38.34,74190,0.7586,0.1093,0.8218,0.8218,0.8472,18.0,0.3108
h8,100,50,64,8,2,128,38.34,74190,0.7764,0.0596,0.8372,0.8205,0.8736,15.2,0.2791
