modality,n_subjects,n_windows,d_model,n_layers,patch_len,stride,n_tokens,window_acc,window_std,subject_acc,subject_acc_std,subject_acc_soft,roc_auc,mean_epochs,params_shared,params_own,shared_ratio,pair_mode,seed
voice,235,7658,64,6,24,12,15,0.668,0.0433,0.6761,0.0292,0.6341,0.7354,8.8,200832,12002,0.9436,longest,7
