name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
p16d128L3,16,8,128,8,3,256,1752.45,401166,0.7646,0.0871,0.7859,0.8179,0.8502,14.6,0.4282
