modality,n_subjects,n_windows,d_model,n_layers,patch_len,stride,n_tokens,window_acc,window_std,subject_acc,subject_acc_std,subject_acc_soft,roc_auc,mean_epochs,params_shared,params_own,shared_ratio,pair_mode,seed
hw,61,13474,64,6,100,50,39,0.7582,0.1021,0.7872,0.2009,0.7872,0.8517,10.0,200832,7246,0.9652,longest,7
