name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
d64L2,100,50,64,4,2,128,38.34,74190,0.8047,0.0482,0.8692,0.8859,0.8818,14.0,1.2406
