name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
d64L1,100,50,64,4,1,128,20.67,40718,0.7435,0.0615,0.7872,0.7705,0.8513,15.6,0.6412
d64L2,100,50,64,4,2,128,38.34,74190,0.7775,0.0655,0.8359,0.8359,0.8706,19.2,0.6223
