name,patch_len,stride,d_model,n_heads,n_layers,d_ff,mflops,params,window_acc,window_std,subject_acc,subject_acc_soft,roc_auc,mean_epochs,overfit_gap
p32,32,16,64,4,2,128,147.8,69838,0.7858,0.0448,0.8179,0.8333,0.8602,12.4,0.8611
p50,50,25,64,4,2,128,84.34,70990,0.8083,0.0503,0.8679,0.8846,0.8821,15.8,1.1537
p100,100,50,64,4,2,128,38.34,74190,0.7898,0.0581,0.8179,0.8179,0.8669,14.4,0.9508
p200,200,100,64,4,2,128,18.97,80590,0.7973,0.0455,0.8513,0.8526,0.8818,13.2,1.1389
